activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
INACTIVE,18838972,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,,,CHEMBL4303773,Nature,2020,,CHEMBL595,PIOGLITAZONE,CHEMBL595,,False,http://www.openphacts.org/units/Nanomolar,3143286,~,52,True,~,,IC50,nM,,676.08,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,6.17
ACTIVE CC50 < IC50 BUT CC ONLY GOES TO 25%,18838980,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)CC1NC(=O)C(Cc2cn(Cc3ccc(Br)cc3)c3ccccc23)N(C)C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C(CCC#N)OC(=O)C(C)N(C)C1=O,,,CHEMBL4303773,Nature,2020,,CHEMBL4303785,,CHEMBL4303785,6.70,False,http://www.openphacts.org/units/Nanomolar,3143266,=,52,True,=,,IC50,nM,,199.53,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,6.7
INACTIVE,18838985,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL4303773,Nature,2020,,CHEMBL50,QUERCETIN,CHEMBL50,,False,http://www.openphacts.org/units/Nanomolar,3143287,~,52,True,~,,IC50,nM,,2290.87,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,5.64
"WEAK/INCONCLUSIVE VIRAL SHARP FALL OFF AT 10 UM, CELLS 75% MAYBE OFF TARGET?",18838992,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,CHEMBL4303773,Nature,2020,,CHEMBL413,SIROLIMUS,CHEMBL413,4.58,False,http://www.openphacts.org/units/Nanomolar,3143262,=,52,True,=,,IC50,nM,,26302.68,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,4.58
INACTIVE,18838998,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,,CHEMBL4303773,Nature,2020,,CHEMBL1643,RIBAVIRIN,CHEMBL1643,,False,http://www.openphacts.org/units/Nanomolar,3143236,~,52,True,~,,IC50,nM,,81470.43,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,4.089
INCONCLUSIVE INCONCLUSIVE CELL VIABILITY AT 20 UM,18839003,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4303773,Nature,2020,,CHEMBL275707,RIMCAZOLE,CHEMBL275707,,False,http://www.openphacts.org/units/Nanomolar,3143296,=,52,True,=,,IC50,nM,,269153.48,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,3.57
INACTIVE,18839009,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4303773,Nature,2020,,CHEMBL31634,BRIVUDINE,CHEMBL31634,,False,http://www.openphacts.org/units/Nanomolar,3143268,~,52,True,~,,IC50,nM,,225423921.22,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,0.647
INACTIVE,18839015,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)C1(c2ccc(C)cc2)CC1CN1CCC(O)(c2ccccc2)CC1,,,CHEMBL4303773,Nature,2020,,CHEMBL222301,,CHEMBL222301,,False,http://www.openphacts.org/units/Nanomolar,3143237,~,52,True,~,,IC50,nM,,21134.89,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,4.675
AGONIST/INCONCLUSIVE TEST AT HIGHER DOSE,18839021,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,,CHEMBL4303773,Nature,2020,,CHEMBL1789941,RUXOLITINIB,CHEMBL1789941,,False,http://www.openphacts.org/units/Nanomolar,3143232,~,52,True,~,,IC50,nM,,7345.14,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,5.134
INACTIVE,18839027,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,,,CHEMBL4303773,Nature,2020,,CHEMBL2393130,APABETALONE,CHEMBL2393130,,False,http://www.openphacts.org/units/Nanomolar,3143238,~,52,True,~,,IC50,nM,,1428.89,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,5.845
"WEAK/INCONCLUSIVE VIRAL CURVE NOT SATURATED AT 20 UM, 30%  VIABILITIY WITH IC50 ~ 1 NM? (MAYBE OFF TARGET EFFECT?) ",18839034,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4303773,Nature,2020,,CHEMBL3545097,SAPANISERTIB,CHEMBL3545097,,False,http://www.openphacts.org/units/Nanomolar,3143252,=,52,True,=,,IC50,nM,,135831.34,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,3.867
ACTIVE IC50 == CC50,18839039,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,,,CHEMBL4303773,Nature,2020,,CHEMBL1230165,SILMITASERTIB,CHEMBL1230165,5.41,False,http://www.openphacts.org/units/Nanomolar,3143282,=,52,True,=,,IC50,nM,,3890.45,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,5.41
ACTIVE,18839046,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CC(C)CC1NC(=O)C(CC(C)C)N(C)C(=O)C(C)N(C)C(=O)C(C(C)CC)NC(=O)C(C(O)C(C)C)NC(=O)C2CCCCN2C(=O)C(C)N(C)C1=O,,,CHEMBL4303773,Nature,2020,,CHEMBL4303784,,CHEMBL4303784,8.18,False,http://www.openphacts.org/units/Nanomolar,3143247,=,52,True,=,,IC50,nM,,6.653,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,8.177
Depositor Activity Comments:Inactive? Curator Activity Comments: Potential Data Validity Issues,18839052,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,,,CHEMBL4303773,Nature,2020,,CHEMBL4073443,TOMIVOSERTIB,CHEMBL4073443,6.46,False,http://www.openphacts.org/units/Nanomolar,3143260,=,52,True,=,,IC50,nM,,346.74,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,6.46
INACTIVE TEST AT HIGHER DOSE,18839058,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCC(CCC)C(=O)O,,,CHEMBL4303773,Nature,2020,,CHEMBL109,VALPROIC ACID,CHEMBL109,,False,http://www.openphacts.org/units/Nanomolar,3143227,~,52,True,~,,IC50,nM,,121.06,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,6.917
ACTIVE,18839066,[],CHEMBL4303083,IC50 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line at 48 h by immunofluorescence-based assay (detecting the viral NP protein in the nucleus of the Vero E6 cells).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,,,CHEMBL4303773,Nature,2020,,CHEMBL4303782,ZOTATIFIN,CHEMBL4303782,6.75,False,http://www.openphacts.org/units/Nanomolar,3143248,=,52,True,=,,IC50,nM,,177.42,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,pIC50,,UO_0000065,,6.751
,20154193,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nccc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,,,CHEMBL4495565,,2020,,CHEMBL154745,,CHEMBL154745,5.68,False,http://www.openphacts.org/units/Nanomolar,3367487,=,52,True,=,,IC50,nM,,2070.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,2.07
,20154194,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1cccc(F)c1)CN2c1ccccc1)c1ccc(F)cc1,,,CHEMBL4495565,,2020,,CHEMBL137648,,CHEMBL137648,5.12,False,http://www.openphacts.org/units/Nanomolar,3366006,=,52,True,=,,IC50,nM,,7660.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,7.66
,20154195,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,,,CHEMBL4495565,,2020,,CHEMBL1610008,,CHEMBL1610008,,False,http://www.openphacts.org/units/Nanomolar,3366995,>,52,True,>,,IC50,nM,,33000.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,33.0
,20154196,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1cc2c3ccccc3ccc2c2ccccc12,,,CHEMBL4495565,,2020,,CHEMBL313154,,CHEMBL313154,4.93,False,http://www.openphacts.org/units/Nanomolar,3360527,=,52,True,=,,IC50,nM,,11640.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,11.64
,20154197,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nc(O)c2[nH]nnc2n1,,,CHEMBL4495565,,2020,,CHEMBL374107,8-AZAGUANINE,CHEMBL374107,5.43,False,http://www.openphacts.org/units/Nanomolar,3361301,=,52,True,=,,IC50,nM,,3720.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.72
,20154198,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,,,CHEMBL4495565,,2020,,CHEMBL3707351,ADOMEGLIVANT,CHEMBL3707351,4.98,False,http://www.openphacts.org/units/Nanomolar,3360661,=,52,True,=,,IC50,nM,,10550.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,10.55
,20154199,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,,,CHEMBL4495565,,2020,,CHEMBL587723,AEE-788,CHEMBL587723,5.41,False,http://www.openphacts.org/units/Nanomolar,3360137,=,52,True,=,,IC50,nM,,3940.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.94
,20154200,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,,,CHEMBL4495565,,2020,,CHEMBL2218926,,CHEMBL2218926,5.06,False,http://www.openphacts.org/units/Nanomolar,3364321,=,52,True,=,,IC50,nM,,8770.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,8.77
,20154201,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL4495565,,2020,,CHEMBL274619,,CHEMBL274619,6.46,False,http://www.openphacts.org/units/Nanomolar,3362523,=,52,True,=,,IC50,nM,,350.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.35
,20154202,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,,,CHEMBL4495565,,2020,,CHEMBL682,AMODIAQUINE,CHEMBL682,5.39,False,http://www.openphacts.org/units/Nanomolar,3360757,=,52,True,=,,IC50,nM,,4070.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,4.07
,20154203,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,,,CHEMBL4495565,,2020,,CHEMBL1186894,AMRUBICIN,CHEMBL1186894,6.48,False,http://www.openphacts.org/units/Nanomolar,3364603,=,52,True,=,,IC50,nM,,330.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.33
,20154204,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,,,CHEMBL4495565,,2020,,CHEMBL423192,ANISOMYCIN,CHEMBL423192,7.05,False,http://www.openphacts.org/units/Nanomolar,3368085,=,52,True,=,,IC50,nM,,90.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.09
,20154205,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,,,CHEMBL4495565,,2020,,CHEMBL1922094,APITOLISIB,CHEMBL1922094,5.64,False,http://www.openphacts.org/units/Nanomolar,3361699,=,52,True,=,,IC50,nM,,2310.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,2.31
,20154206,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2c[nH]c3nccc(-c4ccsc4)c23)c(OC)c1,,,CHEMBL4495565,,2020,,CHEMBL4539742,,CHEMBL4539742,4.80,False,http://www.openphacts.org/units/Nanomolar,3360509,=,52,True,=,,IC50,nM,,15790.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,15.79
,20154207,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,,,CHEMBL4495565,,2020,,CHEMBL3349001,AVN-944,CHEMBL3349001,5.94,False,http://www.openphacts.org/units/Nanomolar,3366786,=,52,True,=,,IC50,nM,,1140.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.14
,20154208,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Cl.Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1,,,CHEMBL4495565,,2020,,CHEMBL3775982,,CHEMBL2062162,4.64,False,http://www.openphacts.org/units/Nanomolar,3367448,=,52,True,=,,IC50,nM,,22710.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,22.71
,20154209,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(N2C[C@H](C)N[C@H](C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,,,CHEMBL4495565,,2020,,CHEMBL4101890,,CHEMBL4101890,,False,http://www.openphacts.org/units/Nanomolar,3360424,>,52,True,>,,IC50,nM,,33000.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,33.0
,20154210,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nc(O)c2[nH]nnc2n1,,,CHEMBL4495565,,2020,,CHEMBL374107,8-AZAGUANINE,CHEMBL374107,4.99,False,http://www.openphacts.org/units/Nanomolar,3366375,=,52,True,=,,IC50,nM,,10340.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,10.34
,20154211,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)(C)C#N)cc1,,,CHEMBL4495565,,2020,,CHEMBL2134545,,CHEMBL2134545,6.96,False,http://www.openphacts.org/units/Nanomolar,3363997,=,52,True,=,,IC50,nM,,110.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.11
,20154212,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,,,CHEMBL4495565,,2020,,CHEMBL376379,,CHEMBL376379,,False,http://www.openphacts.org/units/Nanomolar,3363816,>,52,True,>,,IC50,nM,,33000.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,33.0
,20154213,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl,,,CHEMBL4495565,,2020,,CHEMBL1257078,,CHEMBL1008,5.41,False,http://www.openphacts.org/units/Nanomolar,3363873,=,52,True,=,,IC50,nM,,3860.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.86
,20154214,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,,,CHEMBL4495565,,2020,,CHEMBL409450,6BIO,CHEMBL409450,,False,http://www.openphacts.org/units/Nanomolar,3361221,>,52,True,>,,IC50,nM,,33000.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,33.0
,20154215,[],CHEMBL4513083,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of VERO-E6 cells after 48 hours  exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,,,CHEMBL4495565,,2020,,CHEMBL290106,BITHIONOL,CHEMBL290106,4.72,False,http://www.openphacts.org/units/Nanomolar,3362164,=,52,True,=,,IC50,nM,,19100.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,19.1
